,country,most_important_feature,feature_value,# functioning,# not functioning,percentage_broken
447,Sierra Leone,age_well_years,55.9,2.0,,
448,Sierra Leone,age_well_years,56.6,7.0,,
449,Sierra Leone,age_well_years,58.7,2.0,,
450,Sierra Leone,age_well_years,59.6,1.0,,
451,Sierra Leone,age_well_years,59.7,1.0,,
452,Sierra Leone,age_well_years,60.6,2.0,,
453,Sierra Leone,age_well_years,60.8,1.0,,
454,Sierra Leone,age_well_years,61.9,2.0,,
455,Sierra Leone,age_well_years,62.6,3.0,,
456,Sierra Leone,age_well_years,62.7,2.0,,
457,Sierra Leone,age_well_years,64.8,2.0,,
458,Sierra Leone,age_well_years,66.8,3.0,,
459,Sierra Leone,age_well_years,66.9,4.0,,
460,Sierra Leone,age_well_years,71.6,5.0,,
461,Sierra Leone,age_well_years,71.8,4.0,,
462,Sierra Leone,age_well_years,71.9,3.0,,
463,Sierra Leone,age_well_years,74.6,1.0,,
464,Sierra Leone,age_well_years,76.7,1.0,,
465,Sierra Leone,age_well_years,76.8,4.0,,
466,Sierra Leone,age_well_years,81.6,5.0,,
467,Sierra Leone,age_well_years,81.7,1.0,,
468,Sierra Leone,age_well_years,82.8,1.0,,
469,Sierra Leone,age_well_years,83.8,3.0,,
470,Sierra Leone,age_well_years,84.6,2.0,,
471,Sierra Leone,age_well_years,85.7,1.0,,
472,Sierra Leone,age_well_years,86.4,1.0,,
473,Sierra Leone,age_well_years,86.8,43.0,,
474,Swaziland,water_source,Borehole fitted with submersible pump,7414.0,2583.0,25.84
475,Swaziland,water_source,pumped river/stream,2213.0,328.0,12.91
476,Swaziland,water_source,gravity river/stream,7387.0,304.0,3.95
477,Swaziland,water_source,Borehole fitted with manual pump,578.0,221.0,27.66
478,Swaziland,water_source,Borehole,281.0,209.0,42.65
479,Swaziland,water_source,gravity dam,329.0,85.0,20.53
480,Swaziland,water_source,Protected spring,1324.0,25.0,1.85
481,Swaziland,water_source,Protected Spring,141.0,23.0,14.02
482,Swaziland,water_source,Borehole fitted with no pump,,19.0,100.0
483,Swaziland,water_source,gravity River/Stream,96.0,15.0,13.51
484,Swaziland,water_source,Borehole fitted with Manual pump,1.0,1.0,50.0
485,Swaziland,water_source,pumped dam,126.0,1.0,0.79
486,Swaziland,water_source,Canal,76.0,,
487,Swaziland,water_source,Hand dug well,4.0,,
488,Uganda,time_since_meas_years,8.4,21942.0,5495.0,20.03
489,Uganda,time_since_meas_years,8.3,20529.0,5306.0,20.54
490,Uganda,time_since_meas_years,8.2,12393.0,3286.0,20.96
491,Uganda,time_since_meas_years,8.1,5829.0,1518.0,20.66
492,Uganda,time_since_meas_years,7.9,5703.0,1494.0,20.76
493,Uganda,time_since_meas_years,3.8,165.0,1438.0,89.71
494,Uganda,time_since_meas_years,3.4,114.0,1213.0,91.41
495,Uganda,time_since_meas_years,3.0,2798.0,907.0,24.48
496,Uganda,time_since_meas_years,3.3,871.0,875.0,50.11
497,Uganda,time_since_meas_years,8.0,2063.0,573.0,21.74
498,Uganda,time_since_meas_years,2.9,877.0,415.0,32.12
499,Uganda,time_since_meas_years,7.8,1113.0,334.0,23.08
500,Uganda,time_since_meas_years,4.4,1283.0,251.0,16.36
501,Uganda,time_since_meas_years,6.0,784.0,247.0,23.96
502,Uganda,time_since_meas_years,6.1,495.0,172.0,25.79
503,Uganda,time_since_meas_years,3.7,528.0,131.0,19.88
504,Uganda,time_since_meas_years,4.0,703.0,128.0,15.4
505,Uganda,time_since_meas_years,5.9,618.0,110.0,15.11
506,Uganda,time_since_meas_years,7.3,372.0,95.0,20.34
507,Uganda,time_since_meas_years,4.5,697.0,80.0,10.3
508,Uganda,time_since_meas_years,3.6,53.0,75.0,58.59
509,Uganda,time_since_meas_years,5.1,987.0,70.0,6.62
510,Uganda,time_since_meas_years,6.7,1037.0,66.0,5.98
511,Uganda,time_since_meas_years,5.5,35.0,66.0,65.35
512,Uganda,time_since_meas_years,2.0,316.0,49.0,13.42
513,Uganda,time_since_meas_years,6.8,822.0,48.0,5.52
514,Uganda,time_since_meas_years,7.4,266.0,48.0,15.29
515,Uganda,time_since_meas_years,5.8,898.0,44.0,4.67
516,Uganda,time_since_meas_years,7.7,182.0,38.0,17.27
517,Uganda,time_since_meas_years,9.2,136.0,31.0,18.56
518,Uganda,time_since_meas_years,5.7,409.0,22.0,5.1
519,Uganda,time_since_meas_years,4.1,136.0,18.0,11.69
520,Uganda,time_since_meas_years,4.2,122.0,15.0,10.95
521,Uganda,time_since_meas_years,6.9,171.0,15.0,8.06
522,Uganda,time_since_meas_years,5.6,43.0,13.0,23.21
523,Uganda,time_since_meas_years,9.1,57.0,11.0,16.18
524,Uganda,time_since_meas_years,3.1,73.0,10.0,12.05
525,Uganda,time_since_meas_years,3.9,164.0,10.0,5.75
526,Uganda,time_since_meas_years,9.3,22.0,9.0,29.03
527,Uganda,time_since_meas_years,4.8,467.0,9.0,1.89
528,Uganda,time_since_meas_years,3.2,27.0,8.0,22.86
529,Uganda,time_since_meas_years,6.4,85.0,8.0,8.6
530,Uganda,time_since_meas_years,4.7,752.0,8.0,1.05
531,Uganda,time_since_meas_years,5.0,203.0,8.0,3.79
532,Uganda,time_since_meas_years,8.9,20.0,6.0,23.08
533,Uganda,time_since_meas_years,9.4,24.0,6.0,20.0
534,Uganda,time_since_meas_years,4.6,331.0,6.0,1.78
535,Uganda,time_since_meas_years,3.5,68.0,6.0,8.11
536,Uganda,time_since_meas_years,4.9,429.0,4.0,0.92
537,Uganda,time_since_meas_years,6.2,38.0,4.0,9.52
538,Uganda,time_since_meas_years,6.5,35.0,3.0,7.89
539,Uganda,time_since_meas_years,9.0,15.0,3.0,16.67
540,Uganda,time_since_meas_years,7.0,29.0,2.0,6.45
541,Uganda,time_since_meas_years,10.3,7.0,2.0,22.22
542,Uganda,time_since_meas_years,12.4,3.0,1.0,25.0
543,Uganda,time_since_meas_years,13.2,,1.0,100.0
544,Uganda,time_since_meas_years,10.4,8.0,1.0,11.11
545,Uganda,time_since_meas_years,17.2,2.0,1.0,33.33
546,Uganda,time_since_meas_years,1.7,12.0,1.0,7.69
547,Uganda,time_since_meas_years,10.1,,1.0,100.0
548,Uganda,time_since_meas_years,8.8,2.0,1.0,33.33
549,Uganda,time_since_meas_years,7.5,1.0,1.0,50.0
550,Uganda,time_since_meas_years,7.1,16.0,1.0,5.88
551,Uganda,time_since_meas_years,5.4,39.0,1.0,2.5
552,Uganda,time_since_meas_years,23.4,,1.0,100.0
553,Uganda,time_since_meas_years,1.5,1.0,,
554,Uganda,time_since_meas_years,1.6,15.0,,
555,Uganda,time_since_meas_years,1.8,12.0,,
556,Uganda,time_since_meas_years,1.9,8.0,,
557,Uganda,time_since_meas_years,2.1,10.0,,
558,Uganda,time_since_meas_years,2.3,5.0,,
559,Uganda,time_since_meas_years,2.4,2.0,,
560,Uganda,time_since_meas_years,2.5,3.0,,
561,Uganda,time_since_meas_years,2.6,1.0,,
562,Uganda,time_since_meas_years,2.7,8.0,,
563,Uganda,time_since_meas_years,2.8,24.0,,
564,Uganda,time_since_meas_years,4.3,47.0,,
565,Uganda,time_since_meas_years,5.2,39.0,,
566,Uganda,time_since_meas_years,5.3,20.0,,
567,Uganda,time_since_meas_years,6.3,17.0,,
568,Uganda,time_since_meas_years,6.6,52.0,,
569,Uganda,time_since_meas_years,7.2,9.0,,
570,Uganda,time_since_meas_years,8.7,1.0,,
571,Uganda,time_since_meas_years,9.9,1.0,,
572,Uganda,time_since_meas_years,10.0,2.0,,
573,Uganda,time_since_meas_years,10.2,1.0,,
574,Uganda,time_since_meas_years,11.2,2.0,,
575,Uganda,time_since_meas_years,11.3,4.0,,
576,Uganda,time_since_meas_years,11.4,3.0,,
577,Uganda,time_since_meas_years,11.8,2.0,,
578,Uganda,time_since_meas_years,12.3,2.0,,
579,Uganda,time_since_meas_years,12.8,1.0,,
580,Uganda,time_since_meas_years,12.9,1.0,,
581,Uganda,time_since_meas_years,13.3,3.0,,
582,Uganda,time_since_meas_years,13.4,1.0,,
583,Uganda,time_since_meas_years,14.2,1.0,,
584,Uganda,time_since_meas_years,14.4,1.0,,
585,Uganda,time_since_meas_years,15.2,1.0,,
586,Uganda,time_since_meas_years,15.9,1.0,,
587,Uganda,time_since_meas_years,16.3,3.0,,
588,Uganda,time_since_meas_years,16.4,3.0,,
589,Uganda,time_since_meas_years,17.4,2.0,,
590,Uganda,time_since_meas_years,18.1,1.0,,
591,Uganda,time_since_meas_years,18.2,1.0,,
592,Uganda,time_since_meas_years,18.3,2.0,,
593,Uganda,time_since_meas_years,21.4,1.0,,
594,Uganda,time_since_meas_years,26.3,1.0,,
595,Kenya,fuzzy_water_source,__MISSING__ Unknown,6907.0,1923.0,21.78
596,Kenya,fuzzy_water_source,Well,3315.0,303.0,8.37
597,Kenya,fuzzy_water_source,Borehole,1951.0,283.0,12.67
598,Kenya,fuzzy_water_source,no match,828.0,157.0,15.94
599,Kenya,fuzzy_water_source,Spring River Stream Protected,2358.0,70.0,2.88
600,Kenya,fuzzy_water_source,Rain Rainwater,374.0,52.0,12.21
601,Kenya,fuzzy_water_source,Spring River Stream Unprotected,2036.0,43.0,2.07
602,Kenya,fuzzy_water_source,Stand Post Tap,215.0,28.0,11.52
603,Kenya,fuzzy_water_source,Lake Pond Dam,61.0,14.0,18.67
604,Kenya,fuzzy_water_source,Piped,101.0,6.0,5.61
605,Kenya,fuzzy_water_source,Sand,55.0,6.0,9.84
606,Kenya,fuzzy_water_source,Tank,4.0,1.0,20.0
607,Kenya,fuzzy_water_source,municipal water supply,17.0,,
608,Afghansitan,water_tech,DUG WELL,13967.0,6601.0,32.09
609,Afghansitan,water_tech,__MISSING__,4286.0,4982.0,53.75
610,Afghansitan,water_tech,INDUS,9253.0,3290.0,26.23
611,Afghansitan,water_tech,PAMIR,3587.0,1131.0,23.97
612,Afghansitan,water_tech,KABUL,2329.0,1106.0,32.2
613,Afghansitan,water_tech,TUBE WELL,5663.0,658.0,10.41
614,Afghansitan,water_tech,STAND POST,2825.0,72.0,2.49
615,Afghansitan,water_tech,Lorentz,85.0,12.0,12.37
616,Afghansitan,water_tech,RAIN WATER,2.0,,
617,Malawi,lat_deg,-15.8359,2.0,7.0,77.78
618,Malawi,lat_deg,-15.7721,4.0,7.0,63.64
619,Malawi,lat_deg,-15.7807,2.0,6.0,75.0
620,Malawi,lat_deg,-15.7771,3.0,6.0,66.67
621,Malawi,lat_deg,-15.7781,1.0,5.0,83.33
622,Malawi,lat_deg,-15.843,,5.0,100.0
623,Malawi,lat_deg,-15.7738,1.0,5.0,83.33
624,Malawi,lat_deg,-15.7728,2.0,5.0,71.43
625,Malawi,lat_deg,-15.7709,3.0,5.0,62.5
626,Malawi,lat_deg,-15.8386,,4.0,100.0
627,Malawi,lat_deg,-16.0221,1.0,4.0,80.0
628,Malawi,lat_deg,-15.9313,,4.0,100.0
629,Malawi,lat_deg,-16.2234,,4.0,100.0
630,Malawi,lat_deg,-15.8375,1.0,4.0,80.0
631,Malawi,lat_deg,-15.759,,4.0,100.0
632,Malawi,lat_deg,-15.7727,2.0,4.0,66.67
633,Malawi,lat_deg,-15.7734,2.0,4.0,66.67
634,Malawi,lat_deg,-15.7755,2.0,4.0,66.67
635,Malawi,lat_deg,-15.7754,2.0,4.0,66.67
636,Malawi,lat_deg,-15.761,1.0,4.0,80.0
637,Malawi,lat_deg,-15.7749,,4.0,100.0
638,Malawi,lat_deg,-15.8244,3.0,4.0,57.14
639,Malawi,lat_deg,-15.7453,,4.0,100.0
640,Malawi,lat_deg,-15.8228,3.0,4.0,57.14
641,Malawi,lat_deg,-15.8442,1.0,4.0,80.0
642,Malawi,lat_deg,-15.8443,3.0,4.0,57.14
643,Malawi,lat_deg,-15.8428,1.0,4.0,80.0
644,Malawi,lat_deg,-15.8345,,4.0,100.0
645,Malawi,lat_deg,-15.9691,1.0,3.0,75.0
646,Malawi,lat_deg,-15.8724,,3.0,100.0
647,Malawi,lat_deg,-13.225999999999999,,3.0,100.0
648,Malawi,lat_deg,-15.8313,1.0,3.0,75.0
649,Malawi,lat_deg,-15.9027,,3.0,100.0
650,Malawi,lat_deg,-15.9769,,3.0,100.0
651,Malawi,lat_deg,-15.8354,1.0,3.0,75.0
652,Malawi,lat_deg,-15.8358,3.0,3.0,50.0
653,Malawi,lat_deg,-15.8362,2.0,3.0,60.0
654,Malawi,lat_deg,-15.835,,3.0,100.0
655,Malawi,lat_deg,-15.966,2.0,3.0,60.0
656,Malawi,lat_deg,-15.8087,3.0,3.0,50.0
657,Malawi,lat_deg,-15.8824,2.0,3.0,60.0
658,Malawi,lat_deg,-16.2943,,3.0,100.0
659,Malawi,lat_deg,-15.783,,3.0,100.0
660,Malawi,lat_deg,-15.7927,,3.0,100.0
661,Malawi,lat_deg,-15.7991,1.0,3.0,75.0
662,Malawi,lat_deg,-15.9231,3.0,3.0,50.0
663,Malawi,lat_deg,-15.8051,2.0,3.0,60.0
664,Malawi,lat_deg,-15.8066,,3.0,100.0
665,Malawi,lat_deg,-15.8067,2.0,3.0,60.0
666,Malawi,lat_deg,-15.7752,3.0,3.0,50.0
667,Malawi,lat_deg,-15.8149,1.0,3.0,75.0
668,Malawi,lat_deg,-15.8086,,3.0,100.0
669,Malawi,lat_deg,-15.8432,3.0,3.0,50.0
670,Malawi,lat_deg,-15.7723,2.0,3.0,60.0
671,Malawi,lat_deg,-15.7746,1.0,3.0,75.0
672,Malawi,lat_deg,-16.0667,1.0,3.0,75.0
673,Malawi,lat_deg,-16.0382,3.0,3.0,50.0
674,Malawi,lat_deg,-16.1239,,3.0,100.0
675,Malawi,lat_deg,-16.1224,,3.0,100.0
676,Malawi,lat_deg,-16.1063,1.0,3.0,75.0
677,Malawi,lat_deg,-15.7409,1.0,3.0,75.0
678,Malawi,lat_deg,-15.7302,2.0,3.0,60.0
679,Malawi,lat_deg,-16.0816,,3.0,100.0
680,Malawi,lat_deg,-16.0275,,3.0,100.0
681,Malawi,lat_deg,-16.0701,2.0,3.0,60.0
682,Malawi,lat_deg,-16.0812,1.0,3.0,75.0
683,Malawi,lat_deg,-16.0804,1.0,3.0,75.0
684,Malawi,lat_deg,-16.0802,,3.0,100.0
685,Malawi,lat_deg,-16.0708,1.0,3.0,75.0
686,Malawi,lat_deg,-16.0771,,3.0,100.0
687,Malawi,lat_deg,-15.7609,1.0,3.0,75.0
688,Malawi,lat_deg,-16.0211,2.0,3.0,60.0
689,Malawi,lat_deg,-16.252,,3.0,100.0
690,Malawi,lat_deg,-15.7693,,3.0,100.0
691,Malawi,lat_deg,-15.7725,,3.0,100.0
692,Malawi,lat_deg,-15.7722,1.0,3.0,75.0
693,Malawi,lat_deg,-15.772,4.0,3.0,42.86
694,Malawi,lat_deg,-15.7716,,3.0,100.0
695,Malawi,lat_deg,-16.0025,,3.0,100.0
696,Malawi,lat_deg,-15.7698,1.0,3.0,75.0
697,Malawi,lat_deg,-16.1995,3.0,3.0,50.0
698,Malawi,lat_deg,-16.1782,,3.0,100.0
699,Malawi,lat_deg,-16.0089,1.0,3.0,75.0
700,Malawi,lat_deg,-15.7677,2.0,3.0,60.0
701,Malawi,lat_deg,-15.7672,2.0,3.0,60.0
702,Malawi,lat_deg,-15.7663,,3.0,100.0
703,Malawi,lat_deg,-16.017,1.0,3.0,75.0
704,Malawi,lat_deg,-15.7662,4.0,3.0,42.86
705,Malawi,lat_deg,-15.8374,1.0,3.0,75.0
706,Malawi,lat_deg,-16.0739,2.0,3.0,60.0
707,Malawi,lat_deg,-15.8545,2.0,3.0,60.0
708,Malawi,lat_deg,-15.8452,3.0,3.0,50.0
709,Malawi,lat_deg,-15.8384,1.0,3.0,75.0
710,Malawi,lat_deg,-15.8397,1.0,3.0,75.0
711,Malawi,lat_deg,-15.8402,,3.0,100.0
712,Malawi,lat_deg,-15.8419,1.0,3.0,75.0
713,Malawi,lat_deg,33.6293,,2.0,100.0
714,Malawi,lat_deg,-15.7713,2.0,2.0,50.0
715,Malawi,lat_deg,34.059,,2.0,100.0
716,Malawi,lat_deg,-15.7704,1.0,2.0,66.67
717,Malawi,lat_deg,-15.3707,,2.0,100.0
718,Malawi,lat_deg,-15.7708,2.0,2.0,50.0
719,Malawi,lat_deg,-15.8405,,2.0,100.0
720,Malawi,lat_deg,-15.8494,2.0,2.0,50.0
721,Malawi,lat_deg,-15.7711,1.0,2.0,66.67
722,Malawi,lat_deg,-15.7712,,2.0,100.0
723,Malawi,lat_deg,-15.7714,,2.0,100.0
724,Malawi,lat_deg,-16.2199,,2.0,100.0
725,Malawi,lat_deg,-15.8488,,2.0,100.0
726,Malawi,lat_deg,-15.3621,,2.0,100.0
727,Malawi,lat_deg,34.0032,,2.0,100.0
728,Malawi,lat_deg,-16.9277,,2.0,100.0
729,Malawi,lat_deg,-15.7719,,2.0,100.0
730,Malawi,lat_deg,33.9846,,2.0,100.0
731,Malawi,lat_deg,33.9823,1.0,2.0,66.67
732,Malawi,lat_deg,33.9788,,2.0,100.0
733,Malawi,lat_deg,-15.9974,,2.0,100.0
734,Malawi,lat_deg,33.9762,,2.0,100.0
735,Malawi,lat_deg,33.976,,2.0,100.0
736,Malawi,lat_deg,-16.2411,,2.0,100.0
737,Malawi,lat_deg,-15.7695,3.0,2.0,40.0
738,Malawi,lat_deg,-15.8406,1.0,2.0,66.67
739,Malawi,lat_deg,-15.9959,1.0,2.0,66.67
740,Malawi,lat_deg,-15.7692,1.0,2.0,66.67
741,Malawi,lat_deg,-15.4272,,2.0,100.0
742,Malawi,lat_deg,34.1873,,2.0,100.0
743,Malawi,lat_deg,-15.8474,2.0,2.0,50.0
744,Malawi,lat_deg,34.1808,,2.0,100.0
745,Malawi,lat_deg,-15.4232,2.0,2.0,50.0
746,Malawi,lat_deg,-16.1825,1.0,2.0,66.67
747,Malawi,lat_deg,-16.0165,1.0,2.0,66.67
748,Malawi,lat_deg,-15.7664,2.0,2.0,50.0
749,Malawi,lat_deg,-16.016,1.0,2.0,66.67
750,Malawi,lat_deg,-16.1889,,2.0,100.0
751,Malawi,lat_deg,-15.4073,9.0,2.0,18.18
752,Malawi,lat_deg,-16.1917,,2.0,100.0
753,Malawi,lat_deg,-16.0138,,2.0,100.0
754,Malawi,lat_deg,-16.0125,1.0,2.0,66.67
755,Malawi,lat_deg,-15.767999999999999,1.0,2.0,66.67
756,Malawi,lat_deg,-16.0118,1.0,2.0,66.67
757,Malawi,lat_deg,-15.3931,1.0,2.0,66.67
758,Malawi,lat_deg,-16.1952,1.0,2.0,66.67
759,Malawi,lat_deg,-16.1953,,2.0,100.0
760,Malawi,lat_deg,-15.7685,,2.0,100.0
761,Malawi,lat_deg,-16.1957,,2.0,100.0
762,Malawi,lat_deg,-16.1965,,2.0,100.0
763,Malawi,lat_deg,-15.769,4.0,2.0,33.33
764,Malawi,lat_deg,34.1676,,2.0,100.0
765,Malawi,lat_deg,-16.1982,,2.0,100.0
766,Malawi,lat_deg,-16.8665,,2.0,100.0
767,Malawi,lat_deg,-15.7732,1.0,2.0,66.67
768,Malawi,lat_deg,33.9759,,2.0,100.0
769,Malawi,lat_deg,-16.1778,,2.0,100.0
770,Malawi,lat_deg,-15.7777,1.0,2.0,66.67
771,Malawi,lat_deg,-15.9736,,2.0,100.0
772,Malawi,lat_deg,-15.9717,,2.0,100.0
773,Malawi,lat_deg,-16.2839,,2.0,100.0
774,Malawi,lat_deg,-15.7788,,2.0,100.0
775,Malawi,lat_deg,-15.7797,1.0,2.0,66.67
776,Malawi,lat_deg,-15.9662,,2.0,100.0
777,Malawi,lat_deg,-16.2896,1.0,2.0,66.67
778,Malawi,lat_deg,-16.29,,2.0,100.0
779,Malawi,lat_deg,33.9139,,2.0,100.0
780,Malawi,lat_deg,-15.8396,2.0,2.0,50.0
781,Malawi,lat_deg,-15.7821,,2.0,100.0
782,Malawi,lat_deg,-15.8517,,2.0,100.0
783,Malawi,lat_deg,-15.9593,,2.0,100.0
784,Malawi,lat_deg,-16.2996,,2.0,100.0
785,Malawi,lat_deg,-15.290999999999999,,2.0,100.0
786,Malawi,lat_deg,-16.3012,1.0,2.0,66.67
787,Malawi,lat_deg,-15.7832,,2.0,100.0
788,Malawi,lat_deg,-16.3024,,2.0,100.0
789,Malawi,lat_deg,-16.3035,,2.0,100.0
790,Malawi,lat_deg,-15.7835,,2.0,100.0
791,Malawi,lat_deg,-15.2868,,2.0,100.0
792,Malawi,lat_deg,-16.3053,,2.0,100.0
793,Malawi,lat_deg,-15.7859,,2.0,100.0
794,Malawi,lat_deg,-16.3067,,2.0,100.0
795,Malawi,lat_deg,-15.7776,,2.0,100.0
796,Malawi,lat_deg,-15.7773,,2.0,100.0
797,Malawi,lat_deg,33.9179,,2.0,100.0
798,Malawi,lat_deg,-16.261,,2.0,100.0
799,Malawi,lat_deg,-15.3536,1.0,2.0,66.67
800,Malawi,lat_deg,-15.7737,2.0,2.0,50.0
801,Malawi,lat_deg,-16.2463,,2.0,100.0
802,Malawi,lat_deg,-15.8403,1.0,2.0,66.67
803,Malawi,lat_deg,-15.9902,1.0,2.0,66.67
804,Malawi,lat_deg,-15.7741,2.0,2.0,50.0
805,Malawi,lat_deg,-15.7743,,2.0,100.0
806,Malawi,lat_deg,-15.7744,,2.0,100.0
807,Malawi,lat_deg,-16.7827,,2.0,100.0
808,Malawi,lat_deg,-15.9847,,2.0,100.0
809,Malawi,lat_deg,33.9328,,2.0,100.0
810,Malawi,lat_deg,-16.2612,,2.0,100.0
811,Malawi,lat_deg,-15.9757,,2.0,100.0
812,Malawi,lat_deg,-15.84,3.0,2.0,40.0
813,Malawi,lat_deg,33.9244,,2.0,100.0
814,Malawi,lat_deg,-15.7758,1.0,2.0,66.67
815,Malawi,lat_deg,-16.2672,,2.0,100.0
816,Malawi,lat_deg,-16.2674,,2.0,100.0
817,Malawi,lat_deg,-16.2681,,2.0,100.0
818,Malawi,lat_deg,-15.776,,2.0,100.0
819,Malawi,lat_deg,-15.7761,2.0,2.0,50.0
820,Malawi,lat_deg,-15.7767,2.0,2.0,50.0
821,Malawi,lat_deg,-15.8399,1.0,2.0,66.67
822,Malawi,lat_deg,-15.7768,2.0,2.0,50.0
823,Malawi,lat_deg,-15.841,1.0,2.0,66.67
824,Malawi,lat_deg,-16.1768,,2.0,100.0
825,Malawi,lat_deg,-16.1776,,2.0,100.0
826,Malawi,lat_deg,34.2314,,2.0,100.0
827,Malawi,lat_deg,-16.0689,1.0,2.0,66.67
828,Malawi,lat_deg,-16.0849,1.0,2.0,66.67
829,Malawi,lat_deg,-16.0684,,2.0,100.0
830,Malawi,lat_deg,-16.0857,,2.0,100.0
831,Malawi,lat_deg,-16.0677,,2.0,100.0
832,Malawi,lat_deg,-16.0869,1.0,2.0,66.67
833,Malawi,lat_deg,-16.0674,,2.0,100.0
834,Malawi,lat_deg,-15.7187,,2.0,100.0
835,Malawi,lat_deg,-16.0671,1.0,2.0,66.67
836,Malawi,lat_deg,-16.0885,,2.0,100.0
837,Malawi,lat_deg,34.2333,,2.0,100.0
838,Malawi,lat_deg,-16.0652,,2.0,100.0
839,Malawi,lat_deg,-16.0904,3.0,2.0,40.0
840,Malawi,lat_deg,-16.0917,,2.0,100.0
841,Malawi,lat_deg,-16.0647,1.0,2.0,66.67
842,Malawi,lat_deg,-15.6172,,2.0,100.0
843,Malawi,lat_deg,-16.0952,1.0,2.0,66.67
844,Malawi,lat_deg,-15.7291,1.0,2.0,66.67
845,Malawi,lat_deg,-16.0602,,2.0,100.0
846,Malawi,lat_deg,-15.8444,3.0,2.0,40.0
847,Malawi,lat_deg,-16.0991,,2.0,100.0
848,Malawi,lat_deg,-16.0993,,2.0,100.0
849,Malawi,lat_deg,-16.101,1.0,2.0,66.67
850,Malawi,lat_deg,-16.0569,,2.0,100.0
851,Malawi,lat_deg,-16.0554,,2.0,100.0
852,Malawi,lat_deg,-16.0697,,2.0,100.0
853,Malawi,lat_deg,-16.0821,,2.0,100.0
854,Malawi,lat_deg,-16.082,3.0,2.0,40.0
855,Malawi,lat_deg,-16.0789,,2.0,100.0
856,Malawi,lat_deg,-15.699000000000002,,2.0,100.0
857,Malawi,lat_deg,-16.0747,1.0,2.0,66.67
858,Malawi,lat_deg,-16.0731,,2.0,100.0
859,Malawi,lat_deg,-16.0758,1.0,2.0,66.67
860,Malawi,lat_deg,-16.0726,1.0,2.0,66.67
861,Malawi,lat_deg,-16.0722,,2.0,100.0
862,Malawi,lat_deg,-16.0721,1.0,2.0,66.67
863,Malawi,lat_deg,-15.6917,1.0,2.0,66.67
864,Malawi,lat_deg,-16.0719,2.0,2.0,50.0
865,Malawi,lat_deg,-16.0776,,2.0,100.0
866,Malawi,lat_deg,-16.0715,2.0,2.0,50.0
867,Malawi,lat_deg,-16.0711,1.0,2.0,66.67
868,Malawi,lat_deg,-16.0698,2.0,2.0,50.0
869,Malawi,lat_deg,-15.8438,4.0,2.0,33.33
870,Malawi,lat_deg,-16.0793,,2.0,100.0
871,Malawi,lat_deg,-16.0794,2.0,2.0,50.0
872,Malawi,lat_deg,-16.0706,3.0,2.0,40.0
873,Malawi,lat_deg,-16.0799,,2.0,100.0
874,Malawi,lat_deg,-16.08,,2.0,100.0
875,Malawi,lat_deg,-17.0807,,2.0,100.0
876,Malawi,lat_deg,34.2467,,2.0,100.0
877,Malawi,lat_deg,-16.0814,,2.0,100.0
878,Malawi,lat_deg,34.2398,,2.0,100.0
879,Malawi,lat_deg,34.2346,,2.0,100.0
880,Malawi,lat_deg,-16.055,,2.0,100.0
881,Malawi,lat_deg,-15.8447,,2.0,100.0
882,Malawi,lat_deg,-15.9457,,2.0,100.0
883,Malawi,lat_deg,-16.1065,1.0,2.0,66.67
884,Malawi,lat_deg,-17.0332,,2.0,100.0
885,Malawi,lat_deg,-16.1482,1.0,2.0,66.67
886,Malawi,lat_deg,-16.1497,1.0,2.0,66.67
887,Malawi,lat_deg,-16.1502,1.0,2.0,66.67
888,Malawi,lat_deg,-16.1513,,2.0,100.0
889,Malawi,lat_deg,-15.7608,1.0,2.0,66.67
890,Malawi,lat_deg,-16.0282,,2.0,100.0
891,Malawi,lat_deg,-15.8417,,2.0,100.0
892,Malawi,lat_deg,-16.1528,,2.0,100.0
893,Malawi,lat_deg,-16.1533,2.0,2.0,50.0
894,Malawi,lat_deg,-15.8414,,2.0,100.0
895,Malawi,lat_deg,-16.0268,,2.0,100.0
896,Malawi,lat_deg,-15.4669,,2.0,100.0
897,Malawi,lat_deg,-15.7631,1.0,2.0,66.67
898,Malawi,lat_deg,-16.0224,,2.0,100.0
899,Malawi,lat_deg,-16.1643,,2.0,100.0
900,Malawi,lat_deg,-15.8413,1.0,2.0,66.67
901,Malawi,lat_deg,-16.1653,,2.0,100.0
902,Malawi,lat_deg,-15.7641,1.0,2.0,66.67
903,Malawi,lat_deg,-16.0203,3.0,2.0,40.0
904,Malawi,lat_deg,-16.0192,1.0,2.0,66.67
905,Malawi,lat_deg,-16.0182,1.0,2.0,66.67
906,Malawi,lat_deg,-16.0181,2.0,2.0,50.0
907,Malawi,lat_deg,-16.1757,,2.0,100.0
908,Malawi,lat_deg,-16.1759,,2.0,100.0
909,Malawi,lat_deg,-16.1463,,2.0,100.0
910,Malawi,lat_deg,-15.7586,1.0,2.0,66.67
911,Malawi,lat_deg,-15.758,1.0,2.0,66.67
912,Malawi,lat_deg,-15.7468,2.0,2.0,50.0
913,Malawi,lat_deg,-15.7411,3.0,2.0,40.0
914,Malawi,lat_deg,-16.1104,,2.0,100.0
915,Malawi,lat_deg,-15.7438,,2.0,100.0
916,Malawi,lat_deg,-15.7442,,2.0,100.0
917,Malawi,lat_deg,-16.1188,1.0,2.0,66.67
918,Malawi,lat_deg,-15.7446,1.0,2.0,66.67
